songName,singer,hot,lyric
星空物语,张翰,"9,933",星空物语演唱：张翰俞灏明魏晨朱梓骁第一天在玻璃窗上出现你的笑脸突然间就点燃我的天彩虹一片片环绕我身边这些年无论风雨今天你都在身边回首间心里面多温暖灯火再阑珊等你也甘愿流星划过的夜晚光芒是我的诺言我学会勇敢流星飞带我飞我愿意划过你的世界让你的每个愿望都完美流星飞有多美天空银河闪烁的光辉是我们彼此爱的交汇这些年无论风雨今天你都在身边回首间心里面多温暖灯火再阑珊等你也甘愿流星划过的夜晚光芒是我的诺言我学会勇敢流星飞带我飞我愿意划过你的世界让你的每个愿望都完美流星飞有多美天空银河闪烁的光辉是我们彼此爱的交汇流星飞（流星飞）带我飞（带我飞）我把诺言雕刻在后背你所有梦想都有我追随流星飞（流星飞）有多美（有多美）任时间多少四季轮回我只记得你有多完美这场流星雨有你相陪是生命中最美的点缀
爱情电影,熊天平,"4,386",爱情电影作词：许常德作曲：黄怡演唱：许茹芸、熊天平（许）是虚构的电影却看到泪翻滚如果爱不那么深结局是不是就不会伤人（熊）在别人的剧本演自己的缘份如果爱要我牺牲我不怕梦里沉沦或变笨（许）换成我在爱情的角色里再孤单再多余我也不会忘记入戏（熊）换我在曲折的世界里再空虚再别离不到落幕不会离去（合）爱上你天天天天思念你忘忘忘忘自己再不要谁和我对戏爱若让人患上记忆只因此生此景有你（许）是虚构的电影却看到泪翻滚如果爱不那么深结局是不是就不会伤人（熊）在别人的剧本演自己的缘份如果爱要我牺牲我不怕梦里沉沦或变笨（许）换成我在爱情的角色里再孤单再多馀我也不会忘记入戏（熊）换我在曲折的世界里再空虚再别离不到落幕不会离去（合）爱上你天天天天思念你忘忘忘忘自己再不要谁和我对戏爱若让人患上记忆只因此生此景有你（许）换成我在爱情的角色里再孤单再多馀我也不会忘记入戏（熊）换我在曲折的世界里再空虚再别离不到落幕不会离去（合）爱上你天天天天思念你忘忘忘忘自己再不要谁和我对戏爱若让人患上记忆只因此生此景有你只因此情此时爱你
小狼狗,任贤齐,"11,207",小狼狗演唱：任贤齐有个漂亮的妞站在第一道街口她有黑色的长发姿态诱人的挺拔总之美得让人怕我就悄悄靠近她然后摇一摇尾巴猜猜她会抱我吗谁知却招来警察有个够酷的妞走过第二道街口穿着白色露脐衫耳朵挂满了铁环眼神迷人的旋转我就这样走向前然后晃晃我的头想要舔舔她的手可她竟飞奔逃走我是不停追逐你的小狼狗咬住你绝不松口我是偷偷爱上你的小狼狗跟在你背后从不回头我是静静等待爱的小狼狗我也有一种温柔我是容易受伤的小狼狗如果你决定不带我走如果你决定不带我走如果我这样一直走又有谁会为我停留寒冷的世界没有终点路上的街灯串成了线此刻你正向我招手微笑的表情还很温柔虽然心里还没把握可我眼泪已滴落你是可爱的妞来自第三道街口有着微笑的脸庞和最善良的眼光一切温柔的模样我已禁不住幻想相像陪在你身旁不管到任何地方都是最美的地方我是不停追逐你的小狼狗咬住你绝不松口我是偷偷爱上你的小狼狗跟在你背后从不回头我是静静等待爱的小狼狗我也有一种温柔我是容易受伤的小狼狗如果你决定不带我走我是不停追逐你的小狼狗咬住你绝不松口我是偷偷爱上你的小狼狗跟在你背后从不回头我是静静等待爱的小狼狗我也有一种温柔我是容易受伤的小狼狗如果你决定不带我走
给我你的爱,Tank,"3,160",给我你的爱作词：颜玺轩作曲：TANK演唱：Tank等待一点一滴你对我感到安心感觉朋友关系有了新的默契便利商店里谁也买不到我们最想要的东西只握在喜欢的人手上给我你的爱让我陪着你去未来给我你的爱手拉着手不放开就算宇宙爆炸海水都蒸发只愿你的记忆里有我的拥抱我的最大幸福是发现了我爱你灵魂有了意义用每一天珍惜便利商店里谁也买不到我们最想要的东西只握在喜欢的人手上给我你的爱让我陪着你去未来给我你的爱手拉着手不放开就算宇宙爆炸海水都蒸发只愿你的记忆里有我的拥抱雨和天空也有相爱的可能望着你的微笑情不自禁给我你的爱让我陪着你去未来给我你的爱手拉着手不放开就算地球毁灭来不及流泪只愿你的记忆里有我的拥抱
这，就是爱,张杰,"28,516",这，就是爱作曲:曲世聪文一丁作词:易家扬演唱：张杰可能回忆掉进了大海可能有些往事回不来可能岁月会偷走等待爱了很久就会分不开我们一同喜欢着现在我们曾经被别人取代我们都有类似的遗憾所以一起漂流在人海挥不去的阴霾让我为你掩埋哭了一晚的妳的样子从此都种在我的脑海月亮下的对白单纯的像小孩妳有好几次问我那是什么这就是爱这就是爱这就是爱这就是爱这就是爱以为得到时间的青睐以为旅途没有意外以为每天都会说晚安但是有你就没有不安因为想念比谁都厉害因为寂寞会趁虚而来因为爱的晴天和阴天都在心里同时的存在
我只在乎你,邓丽君,"35,261",我只在乎你作词：慎芝作曲：三木刚演唱：邓丽君如果没有遇见你我将会是在哪里日子过得怎么样人生是否要珍惜也许认识某一人过着平凡的日子不知道会不会也有爱情甜如蜜任时光匆匆流去我只在乎你心甘情愿感染你的气息人生几何能够得到知己失去生命的力量也不可惜所以我求求你别让我离开你除了你我不能感到一丝丝情意如果有那么一天你说即将要离去我会迷失我自己走入无边人海里不要什么诺言只要天天在一起我不能只依靠片片回忆活下去任时光匆匆流去我只在乎你心甘情愿感染你的气息人生几何能够得到知己失去生命的力量也不可惜所以我求求你别让我离开你除了你我不能感到一丝丝情意任时光匆匆流去我只在乎你心甘情愿感染你的气息人生几何能够得到知己失去生命的力量也不可惜所以我求求你别让我离开你除了你我不能感到一丝丝情意
有你的快乐,王若琳,"15,439",有你的快乐演唱：王若琳我怎么都不想睡天特别的亮夜特别的黑当我深深的呼吸心中充满想你的甜蜜想和你走在雨中想要你牵我的手傻傻的你不敢说爱而我也故意要你为我等待说不出有多么快乐还是不够这感觉这一切就好像飘在外太空别的星球只有我们存在喜欢和你在一起无聊的生命也变有趣让你听我的音乐分享在每一刻的心情在一起越来越久开始会对你在乎这感觉我们都明白只要你在身边日子就亮起来说不出有多么快乐还是不够这感觉这一切就好像飘在外太空别的星球只有我们存在爱情在这个时候我的心又像天气晴时多云偶尔有雨说不出有多么快乐还是不够这感觉这一切就好像飘在外太空别的星球只有我们存在说不出有多么快乐还是不够这感觉这一切就好像飘在外太空别的星球只有我们存在
情非得已,庾澄庆,"99,899",情非得已演唱：庾澄庆难以忘记初次见你一双迷人的眼睛在我脑海里你的身影挥散不去握你的双手感觉你的温柔真的有点透不过气你的天真我想珍惜看到你受委屈我会伤心只怕我自己会爱上你不敢让自己靠的太近怕我没什么能够给你爱你也需要很大的勇气只怕我自己会爱上你也许有天会情不自禁想念只让自己苦了自己爱上你是我情非得已难以忘记初次见你一双迷人的眼睛在我脑海里你的身影挥散不去握你的双手感觉你的温柔真的有点透不过气你的天真我想珍惜看到你受委屈我会伤心只怕我自己会爱上你不敢让自己靠的太近怕我没什么能够给你爱你也需要很大的勇气只怕我自己会爱上你也许有天会情不自禁想念只让自己苦了自己爱上你是我情非得已什么原因我竟然又会遇见你我真的真的不愿意就这样陷入爱的陷阱只怕我自己会爱上你不敢让自己靠的太近怕我没什么能够给你爱你也需要很大的勇气只怕我自己会爱上你也许有天会情不自禁想念只让自己苦了自己爱上你是我情非得已爱上你是我情非得已
最天使,曾轶可,"6,176",最天使作词：曾轶可作曲：曾轶可演唱：曾轶可最好的那个天使我最熟悉的字是你的名字我们会有大大的房子你会送我一首小诗最坏的那个天使我最爱画的就是你的样子我们守着距离拉成的相思温柔着彼此的言辞我最爱的就是那个天使爱到可以去死爱到整个世界灯全熄灭最后还要给你体贴我最恨的就是那个天使恨到可以去死恨到快把自己的全部忘记最后还要刺青铭记最恨你那么久都不来见我一次最爱你当远处传来你的相思最容易想起最难忘记最想要得到最害怕失去最初的陪伴最后的需要最远的距离最近的心跳最后我说了我恨你可是我恨你(就是...)我最爱的就是那个天使爱到可以去死爱到整个世界灯全熄灭最后还要给你体贴我最恨的就是那个天使恨到可以去死恨到快把自己的全部忘记最后还要刺青铭记最恨你那么久都不来见我一次最爱你当远处传来你的相思最容易想起最难忘记最想要得到最害怕失去最初的陪伴最后的需要最远的距离最近的心跳最后我说了我恨你可是我恨你就是我爱你
一比一,范玮琪,"2,250",一比一演唱：范玮琪两颗心同步爱你和我分不开什么都还没说　但我想的你都说中了当你感到寂寞　你第一个想到我有太多快乐慢动作重播　每天默契更多我爱你难得你也选择我　同样爱那么多我爱你一天一天更确定一步一步靠近一点一滴一比一爱Oh像罗马一天一天建立　一点一滴一比一爱不经意就像呼吸想你就是必需　你的明天我不缺席Yeahyeahyeah爱是一步一步在累积　同步爱两颗心同步爱你和我分不开谢谢你懂得我　可能比我了解得更多若亲爱的你感到难过　oh答应陪你到最后有太多快乐慢动作重播　每天默契更多我爱你难得你也选择我　同样爱那么多我爱你一天一天更确定一步一步靠近一点一滴一比一爱Oh像罗马一天一天建立　一点一滴一比一爱不经意就像呼吸想你就是必需　你的明天我不缺席Ohyeahyeahyeah爱是一步一步在累积我爱你一天一天更确定一步一步靠近一点一滴一比一爱Oh像罗马一天一天建立　一点一滴一比一爱不经意就像呼吸爱你就是必需　你的明天我不缺席Ohyeahyeahyeah爱是一点一滴清晰oh甜蜜一点一滴慢慢　满溢爱是跟你一步一步累积　同步爱两颗心同步爱你和我分不开
当你,王心凌,"4,201",当你作词：张思尔　作曲：林俊杰演唱：王心凌如果有一天　我回到从前回到最原始的我　你是否会觉得我不错如果有一天　我离你遥远不能再和你相约　你是否会发觉我已经说再见当你的眼睛眯着笑　当你喝可乐当你吵我想对你好　你从来不知道　想你想你也能成为嗜好当你说今天的烦恼　当你说夜深你睡不着我想对你说却害怕都说错　好喜欢你知不知道如果有一天　梦想都实现回忆都成了永远　你是否还会记得今天如果有一天　我们都发觉原来什么都可以　无论是否还会停留在这里当你的眼睛眯着笑　当你喝可乐当你吵我想对你好　你从来不知道　想你想你也能成为嗜好当你说今天的烦恼　当你说夜深你睡不着我想对你说却害怕都说错　好喜欢你知不知道也许空虚让我想得太多　也许该回到被窝梦里和相遇就毫不犹豫　大声地说我要说当你的眼睛眯着笑　当你喝可乐当你吵我想对你好　你从来不知道　想你想你也能成为嗜好啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦我想对你说却害怕都说错　好喜欢你知不知道啦啦啦啦啦啦啦啦啦啦
