songName,singer,hot,lyric
他不准我哭,邓丽欣,"5,446",他不准我哭(Unplugged’05)-邓丽欣他不准我哭作曲:陈辉阳填词:李峻一演唱：邓丽欣谁说分手都应该欢天喜地就好比　过了愉快的假期谁说要我赶快学会凡事也看轻泪水假使污秽了眼影哪位可处理他不准我哭　怎麽可以哭分手都要有一脸笑容泪水忍得到　方可进步变作石头粗糙他不准我哭　怎么可再哭不想他抱歉和别人抱心知肚明他想我好坚忍卓绝可锻炼到如日后被别个抛弃亦捱到谁说分手都不应呼天抢地若相恋　到了绝症的晚期谁说再重的爱亦较门外雪更轻泪水假使淹盖了眼睛哪位可处理他不准我哭　怎么可以哭分手都要有一脸笑容泪水忍得到　方可进步变作石头粗糙他不准我哭　怎么可再哭不想他抱歉和别人抱心知肚明他想我好坚忍卓绝可锻炼到如日后被别个抛弃亦不痛如果哀伤都也可伴随眼泪点点滴去我抱着头肆意失声痛哭　难道有罪真的想哭　真的想哭分手怎会一脸笑容泪水忍得到　即使进步也似石头粗糙真不想哭　真不想哭他怎可以和别人抱心知肚明他想我好坚忍卓绝可锻炼到如日后被别个抛弃亦捱到如日后被别个抛弃亦不痛
想你零点零一分,张靓颖,"25,278",想你零点零一分演唱：张靓颖时间它一声不吭仿佛停顿我不睡但是也不困爱原本应该能和被爱对等你说那怎么可能我太过天真当你在我额头轻轻一吻我竟然会哭得像个小女生你说我的付出让你于心不忍那个时候我恨你是一个好人心还是会疼想你在零点零一分幸福的人都睡得好安稳寂寞太会见缝插针我拿什么来和她抗衡心还是会疼想你在零点零一分痛苦的人都醒着被冰疼放眼望去是座空城没有一个怀抱可投奔当你在我额头轻轻一吻我竟然会哭得像个小女生你说我的付出让你于心不忍那个时候我恨你是一个好人心还是会疼想你在零点零一分幸福的人都睡得好安稳寂寞太会见缝插针我拿什么来和她抗衡心还是会疼想你在零点零一分痛苦的人都醒着被冰疼放眼望去是座空城没有一个怀抱可投奔又到了夜深世界都熄了灯只剩我亮起一盏黯淡的灵魂天亮以后忘记昨夜重逢有多冷
冷暖自知,张楚,"5,195",冷暖自知演唱：张楚走出城市空空荡荡大路朝天没有翅膀眼里没谁一片光亮双腿夹着灵魂赶路匆忙烟消云散和平景象灰飞烟灭全是思想叫或不叫都太荒唐疼痛短促如死道路漫长天不怨老地长出欲望麦子还在对着太阳生长天空的飞鸟总让我张望它只感到冷暖没有重量走出城市空空荡荡大路朝天没有翅膀眼里没谁一片光亮双腿夹着灵魂赶路匆忙耿耿于怀开始膨胀长出尾巴一样飞翔眼泪温暖天气在凉归宿是否是你的目光我没法再像个农民那样善良只是麦子还在对着太阳愤怒生长在没有方向的风中开始跳舞吧或者紧紧鞋带听远处歌唱在没有方向的风中开始跳舞吧或者紧紧鞋带听远处歌唱在没有方向的风中开始跳舞吧或者紧紧鞋带听远处歌唱
七友,梁汉文,"9,980",七友作词:林夕作曲:雷颂德演唱：梁汉文为了她又再勉强去谈天论爱又再振作去慰解他人如难复合便尽早放开凡事看开又再讲没有情人时还可自爱忘掉或是为自己感慨笑住说沉沦那些苦海会有害因为我坚强到利用自己的痛心转换成爱心抵我对她操心已记不起我也有权利爱人谁人曾照顾过我的感受待我温柔吻过我伤口能得到的安慰是失恋者得救后很感激忠诚的狗谁人曾介意我也不好受为我出头碰过我的手重生者走得的都走谁人又为天使忧愁甜言蜜语没有但却有我这个好友直到她又再告诉我重新被爱又再看透了我的将来完成任务后大可喝采无谓搭台别怪她就怪我永远难得被爱然后自虐地赞她可爱往日最彷徨那刻好彩有我在因为我坚强到利用自己的痛心转换成爱心抵我对她操心已记不起我也有权利爱人谁人曾照顾过我的感受待我温柔吻过我伤口能得到的安慰是失恋者得救后很感激忠诚的狗谁人曾介意我也不好受为我出头碰过我的手重生者走得的都走谁人又为天使忧愁甜言蜜语没有但却有我这个好友白雪公主不多认命扮矮人的有太多个早有六个多我这个不多我太好心还是太傻未问过她有没有理我的感受待我温柔吻过我伤口能得到的安慰是失恋者得救后很感激忠诚的狗谁人曾介意我也不好受为我出头碰过我的手重生者走得的都走谁人又为天使忧愁甜言蜜语没有但却有我这个好友
柠檬草的味道,蔡依林,"8,602",柠檬草的味道作词:李罩雄作曲:李偲菘演唱:蔡依林他们猜我们後来有没有再见离席了才会晓得怀念突然我记起你的脸那触动依然像昨天对自己我终於也诚实了一点是不是回忆就是淡淡柠檬草心酸里又有芳香的味道曾以为你是全世界但那天已经好遥远绕一圈我才发现我有更远地平线我们都没错只是不适合我要的我现在才懂得快乐是我的不是你给的寂寞要自己负责毕竟用尽了力气也未必如愿总是要过去以後才了解突然我记起你的脸爱不爱不过一念之间绕一圈今天的我能和昨天面对面我们都没错只是不适合亲爱的我当时不懂得选择是我的不是你给的明天自己负责给昨天的我一个拥抱曾经她不知如何是好若我们再见我会微笑谢谢你谢谢你我嚐过爱的好我们都没错只是不适合我要的我现在才懂得快乐是我的不是你给的寂寞要自己负责我要的我现在才懂得选择是我的不是你给的幸福要自己负责错过的请你把握
蜀绣,李宇春,"16,475",蜀绣作词：郭敬明作曲：刘佳、严丹丹演唱：李宇春芙蓉城三月雨纷纷四月绣花针羽毛扇遥指千军阵锦缎裁几寸看铁马踏冰河丝线缝韶华红尘千帐灯山水一程风雪再一程红烛枕五月花叶深六月杏花村红酥手青丝万千根姻缘多一分等残阳照孤影牡丹染铜樽满城牧笛声伊人倚门望君踏归程君可见刺绣每一针有人为你疼君可见牡丹开一生有人为你等江河入海奔万物为谁春明月照不尽离别人君可见刺绣又一针有人为你疼君可见夏雨秋风有人为你等翠竹泣墨痕锦书画不成情针意线绣不尽鸳鸯枕此生笑傲风月瘦如刀催人老来世与君暮暮又朝朝多逍遥芙蓉城三月雨纷纷四月绣花针羽毛扇遥指千军阵锦缎裁几寸看铁马踏冰河丝线缝韶华红尘千帐灯山水一程风雪再一程红烛枕五月花叶深六月杏花村红酥手青丝万千根姻缘多一分等残阳照孤影牡丹染铜樽满城牧笛声伊人倚门望君踏归程君可见刺绣每一针有人为你疼君可见牡丹开一生有人为你等江河入海奔万物为谁春明月照不尽离别人君可见刺绣又一针有人为你疼君可见夏雨秋风有人为你等翠竹泣墨痕锦书画不成情针意线绣不尽鸳鸯枕绕指柔破锦千万针杜鹃啼血声芙蓉花蜀国尽缤纷转眼尘归尘战歌送离人行人欲断魂浓情蜜意此话当真君可见刺绣每一针有人为你疼君可见牡丹开一生有人为你等江河入海奔万物为谁春明月照不尽离别人君可见刺绣又一针有人为你疼君可见夏雨秋风有人为你等翠竹泣墨痕锦书画不成情针意线绣不尽鸳鸯枕翠竹泣墨痕锦书画不成情针意线绣不尽鸳鸯枕
选择原谅,何洁,"1,481",选择原谅作词：姚若龙作曲：毕成功演唱：何洁我在失眠夜里等一个理由你却藏躲在沉默背后想念你曾给的承诺和温柔竟然比寂寞还难受以为半路走散我一样有错直到真相抚慰了迷惑才懂了有种人是鸟会降落只为再次飞往辽阔为了要重新开始选择原谅原谅了才能把伤遗忘痊愈的心灵才能勇敢凝望下一个人有爱的目光为了要感谢彼此选择原谅原谅才能再看到真相我们曾相爱也温暖了对方让回忆时忍不住微笑内心有太阳假如我更体贴懂你的感受就能发觉你已经不同也可以更早去放手去洒脱躲过一个巨大伤痛为了要重新开始选择原谅原谅了才能把伤遗忘痊愈的心灵才能勇敢凝望下一个人有爱的目光为了要感谢彼此选择原谅原谅才能再看到真相我们曾相爱也温暖了对方让回忆时忍不住微笑内心有太阳为了要重新开始选择原谅原谅了才能把伤遗忘痊愈的心灵才能勇敢凝望下一个人有爱的目光为了要感谢彼此选择原谅原谅才能再看到真相我们曾相爱也温暖了对方让回忆时忍不住微笑内心有太阳
诀别诗,胡彦斌,"3,126",诀别诗演唱：胡彦斌出鞘剑杀气荡风起无月的战场千军万马独身闯一身是胆好儿郎儿女情前世账你的笑活着怎么忘美人泪断人肠这能取人性命是胭脂烫诀别诗两三行写在三月春雨的路上若还能打着伞走在你的身旁诀别诗两三行谁来为我黄泉路上唱若我能死在你身旁也不枉来人世走这趟出鞘剑杀气荡风起无月的战场千军万马独身闯一身是胆好儿郎儿女情前世账你的笑活着怎么忘美人泪断人肠这能取人性命是胭脂烫诀别诗两三行写在三月春雨的路上若还能打着伞走在你的身旁诀别诗两三行谁来为我黄泉路上唱若我能死在你身旁也不枉来人世走这趟诀别诗两三行写在三月春雨的路上若还能打着伞走在你的身旁诀别诗两三行谁来为我黄泉路上唱若我能死在你身旁也不枉来人世走这趟
独唱情歌,Tank,"5,146",独唱情歌演唱：S.H.E、tank下弦月星满天像谁泪涟涟一阵风一首歌摇晃思念只恨年少爱逞强为小事轻言离别在春天过冬天张眼睛冬眠一颗心一种病不停落叶旧情怎么那么长打了绕了几千结有没有一把剑可以真斩了藕断丝连有没有一条线能缝扯散了缘独唱情歌最苦涩逃不了的折磨当生死相许说出口别后悬念依旧独唱情歌最苦涩管不住的离愁赶下眉头又上心头我好想再暖和你手下弦月星满天像谁泪涟涟她微笑她捧花都看不见我只听着你从前捧着声张的誓言在春天过冬天张眼睛冬眠看倔强带幸福越走越远有时不愿让一点最后却失去一切有没有一把剑可以真斩了藕断丝连有没有一条线能缝扯散了缘独唱情歌最苦涩逃不了的折磨当生死相许说出口别后悬念依旧独唱情歌最苦涩管不住的离愁赶下眉头又上心头我好想再暖和你手我站在柳絮扎眼寂寞胡同谁在弄堂忽然沉默泪流独唱情歌最苦涩逃不了的折磨当生死相许说出口别后悬念依旧独唱情歌最苦涩管不住的离愁赶下眉头又上心头我好想再暖和你手
比我幸福,陈晓东,"28,585",比我幸福作词：陈静楠作曲：李伟松、李景生演唱：陈晓东望着广场的时钟你还在我的怀里躲风不习惯言不由衷沉默如何能让你都懂此刻与你相拥也算有始有终祝福有许多种心痛却尽在不言中请你一定要比我幸福才不枉费我狼狈退出再痛也不说苦爱不用抱歉来弥补至少我能成全你的追逐请记得你要比我幸福才值得我对自己残酷我默默的倒数最后再把你看清楚看你眼里的我好模糊慢慢被放逐望着广场的时钟你还在我的怀里躲风不习惯言不由衷沉默如何能让你都懂此刻与你相拥也算有始有终祝福有许多种心痛却尽在不言中请你一定要比我幸福才不枉费我狼狈退出再痛也不说苦爱不用抱歉来弥补至少我能成全你的追逐请记得你要比我幸福才值得我对自己残酷我默默的倒数最后再把你看清楚看你眼里的我好模糊慢慢被放逐放心去追逐你的幸福别管我愿不愿孤不孤独都别在乎请你一定要比我幸福才不枉费我狼狈退出再痛也不说苦爱不用抱歉来弥补至少我能成全你的追逐请记得你要比我幸福才值得我对自己残酷我默默的倒数最后再把你看清楚看你眼里的我好模糊慢慢被放逐放心去追逐你的幸福别管我愿不愿哦...喔...
